level,item,word,part_of_speech,pronunciation,meaning
2,761,romantic,adj.,โรแมนทิค,เกี่ยวกับเรื่องรักใคร่
2,762,round,adj.,ราวน์ดฺ,"กลม, รอบๆ"
2,763,roundabout,n.,เรานดฺอะเบาทฺ,"วงเวียนที่วนรถ, ม้าหมุน"
2,764,round-trip,n.,ราวน์ดฺทริพ,การเดินทางไปและกลับ
2,765,routine,n.,รูทีน,กิจวัตรประจำวัน
2,766,rub,v.,รับ,"ขัด, ถู, เช็ด"
2,767,ruin,v.,รูอิน,"ทำให้พินาศ, ทำให้ล่มจม"
2,768,rule,n.,รูลฺ,กฎ
2,769,run in,v.,รัน อิน,"วิ่งเข้ามา, ขับมาหา, ทำให้ผ่านเข้าไป"
2,770,run into,v.,รัน อินทู,"พบโดยบังเอิญ, ประสบกับ"
2,771,run out,v.,รัน เอาทฺ,"หมด, หมดอายุ"
2,772,rundown,n.,รันดาวนฺ,บทสรุป
2,773,rush,v.,รัช,"รีบเร่ง, วิ่ง, พุ่ง"
2,774,safety,n.,เซฟที,ความปลอดภัย
2,775,sailing,n.,เซลลิ่ง,การเดินเรือ
2,776,sailor,n.,เซลเลอะ,กะลาสี
2,777,salary,n.,แซลละรี,เงินเดือน
2,778,salesperson,n.,เซลซฺเพอเซิน,พนักงานขาย
2,779,sandy,adj.,แซนดี,ประกอบด้วยทราย
2,780,saving,n.,เซฟวิง,การประหยัด
2,781,scar,n.,สการฺ์,แผลเป็น
2,782,scare,v.,สแกร์,ทำให้กลัว
2,783,scared,adj.,สแกร์ดฺ,รู้สึก
2,784,scene,n.,ซีน,"ภาพวิวทิวทัศน์, เหตุการณ์, ฉากบนเวที"
2,785,schedule,n.,สเคดดูล,กำหนดการ
2,786,scholarship,n.,สกอลเลอะชิพ,ทุนการศึกษา
2,787,scoop,n.,สกูพ,ทัพพี
2,788,scratch,v.,สแครทชฺ,"ขูดขีด, ข่วน, เกา"
2,789,screen,n.,สกรีน,จอภาพยนตร์จอโทรทัศน์หรือคอมพิวเตอร์
2,790,scrub,v.,สครับ,ขัดอย่างแรง
2,791,sculpture,n.,สกัลพฺเชอะ,ประติมากรรม
2,792,search for,v.,เสริ์ช ฟอร์,ค้นหา
2,793,seashore,n.,ซีชอร์,ชายหาด
2,794,seaside,n.,ซีไซดฺ,"ชายหาด, ชายทะเล"
2,795,seat belt,n.,ซีทเบลทฺ,เข็มขัดนิรภัย
2,796,secret,adj.,ซีเครท,ความลับ
2,797,secretary,n.,เซคริเทอรี,เลขานุการ
2,798,seek,v.,ซีค,ค้นหา
2,799,seem,v.,ซีม,"ดูราวกับ, ดูเหมือน, ดูคล้าย"
2,800,semester,n.,ซีเมสเตอะ,ภาคการศึกษา
2,801,sender,n.,เซนเดอะ,ผู้ส่ง
2,802,senior,n.,ซีเนียร์,"ผู้มีอายุแก่กว่า, อาวุโส"
2,803,sentence,n.,เซนเทินซฺ,ประโยค
2,804,series,n.,ซีรีซฺ,"ชุดของสิ่งของ, อนุกรม"
2,805,serious,adj.,ซีเรียส,"จริงจัง, สาหัส"
2,806,serve,v.,เซิร์ฟฺ,"รับใช้, เสิร์ฟอาหารให้, ให้บริการ"
2,807,set up,v.,เซท อัพ,"ตั้งขึ้น, สร้างขึ้น"
2,808,several,adj.,เซฟเวอรัล,หลากหลาย
2,809,shallow,adj.,แชลโล,ตื้น
2,810,shape,n.,เชพ,รูปร่าง
2,811,share,v.,แชร์,แบ่ง
2,812,sharp,adj.,ชาร์พ,แหลมคม
2,813,shiny,adj.,ชายนี่,ส่องสว่าง
2,814,shock,v.,ชอค,"ตกตะลึง, ทำให้ตกใจ"
2,815,shoelace,n.,ชูเลซ,เชือกผูกรองเท้า
2,816,shortly,n.,ชอร์ทลี,เร็วๆนี้
2,817,show off,v.,โชว์ ออฟ,อวด
2,818,show on,v.,โชว์ ออน,เริ่มดำเนินการ
2,819,show up,v.,โชว์ อัพ,ปรากฏตัว
2,820,showing,n.,โชว์อิง,การแสดง
2,821,shrink,v.,ชริงคฺ,"น้อยลง, หด"
2,822,sidewalk,n.,ไซดฺวอล์ค,ทางเท้า
2,823,sign,n.,ไซนฺ,"สัญลักษณ์, ป้าย"
2,824,signal,n.,ซิกเนิล,"สัญญาณ, สัญลักษณ์"
2,825,silly,n.,ซิลลี,"คนโง่, คนทึ่ม"
2,826,silver,n.,ซิลเวอะ,สีเงิน
2,827,similar,adj.,ซิมมะละ,"คล้าย, เหมือน"
2,828,simple,adj.,ซิมเพิล,"ชัดเจน, เรียบ, ง่าย"
2,829,single,adj.,ซิงเกิล,"เดี่ยว, โสด"
2,830,sketch,n.,สเกทชฺ,ภาพร่าง
2,831,skydiving,n.,สกายไดฟฺวิง,การดิ่งพสุธา
2,832,skylight,n.,สกายไลทฺ,แสงบนท้องฟ้า
2,833,slap,n.,สแลพ,การตบ
2,834,slip,v.,สลิพ,ลื่น
2,835,smell,n.,สเมล,กลิ่น
2,836,smooth,adj.,สมูธ,ราบเรียบ
2,837,so,conj.,โซ,ดังนั้น
2,838,sociable,adj.,โซชะเบิล,"เข้ากับคนง่าย, ชอบเข้าสังคม"
2,839,social,adj.,โซเชิล,"เกี่ยวกับสังคม, เกี่ยวกับฐานะ"
2,840,society,n.,โซไซอิที,สังคม
2,841,software,n.,ซอฟทฺแวร์,"โปรแกรมคอมพิวเตอร์, ซอฟแวร์"
2,842,sold out,adj.,โซลดฺ เอาทฺ,ขายหมด
2,843,solve,v.,ซอลวฺ,แก้ปัญหา
2,844,someone,pron.,ซัมวัน,ใครบางคน
2,845,something,pron.,ซัมธิง,บางสิ่งบางอย่าง
2,846,sometimes,adv.,ซัมไทมฺ,"บางครั้ง, บางครั้งบางคราว"
2,847,sore,adj.,ซอร์,เจ็บปวด
2,848,source,n.,ซอร์ส,"ต้นกำเนิด, แหล่ง"
2,849,southerner,n.,เซาเธิร์นเนอะ,คนที่อยู่ทางใต้ของประเทศ
2,850,souvenir,n.,ซูวะเนียร์,ของที่ระลึก
2,851,spark,v.,สปาร์ค,"ทำให้เป็นประกายไฟ, กระตุ้น"
2,852,special,adj.,สเปเชิล,พิเศษ
2,853,species,n.,สปีซีซฺ,"ชนิด, จำพวกรูปแบบ"
2,854,speech,n.,สปีช,"การพูด, คำบรรยาย, วาทะ"
2,855,speed limit,n.,สปีด ลิมิท,จำกัดความเร็ว
2,856,speed up,v.,สปีด อัพ,เร่งความเร็วเต็มที่
2,857,sphinx,n.,สฟิงคซฺ,ตัวซฟิงซ์
2,858,spice,n.,สไปซฺ,เครื่องเทศ
2,859,spill,v.,สปิล,"ทำหก, ทำล้น"
2,860,spin,v.,สปิน,"หมุน, ปั่น"
2,861,splash,v.,สแปลช,"สาด, กระจาย"
2,862,spoil,v.,สปอยลฺ,"ทำให้เสีย, เสื่อม"
2,863,sponsor,n.,สปอนเซอะ,"ผู้ส่งเสริม, ผู้สนับสนุน"
2,864,sprain,v.,สเปรน,"ทำเคล็ด, บิด"
2,865,spread,v.,สเปรด,กระจายไปทั่ว
2,866,sprint,n.,สปรินทฺ,การแข่งวิ่งเร็วในระยะสั้น
2,867,square,n.,สแควรฺ,สี่เหลี่ยมจัตุรัส
2,868,squash,v.,สควอช,"กด, บีบ"
2,869,squeeze,v.,สควิซ,"คั้น, บีบ, บีบบังคับ"
2,870,stadium,n.,สเตเดียม,สนามกีฬาขนาดใหญ่
2,871,staff,n.,สตาฟ,คณะเจ้าหน้าที่
2,872,stair,n.,สแตร์,บันได
2,873,stand on,v.,สแตนด์ ออน,ยืนหยัด
2,874,state,n.,สเตท,รัฐ
2,875,statement,n.,สเตทเมินทฺ,คำแถลง
2,876,statue,n.,สแตชชู,รูปปั้น
2,877,stay in,v.,สเต อิน,อยู่ในบ้าน
2,878,stay up,v.,สเต อัพ,"อยู่จนดึก, ไม่เข้านอน"
2,879,steal,v.,สตีล,ขโมย
2,880,steam,n.,สตีม,ไอน้ำ
2,881,step,n.,สเตพ,"ก้าว, ฝีเท้า"
2,882,step up,v.,สเตพ อัพ,ก้าวขึ้นไป
2,883,stereo,n.,สเตอริโอ,ระบบเสียงสเตริโอ
2,884,stew,v.,สตูว,"ตุ๋น, เคี่ยว"
2,885,still,adv.,สติล,"ยังคง, จนถึงบัดนี้"
2,886,stingy,adj.,สตินจี,"ขาดแคลน, ขี้เหนียว"
2,887,stocking,n.,สตอกกิง,ถุงน่อง
2,888,stomp,v.,สตอมพฺ,กระทืบ
2,889,stop sign,n.,สตอพ ไซนฺ,สัญลักษณ์หยุด
2,890,storage,n.,สตอริจ,การเก็บรักษา
2,891,stove,n.,สโตฟ,เตาไฟ
2,892,strange,adj.,สเตรนจฺ,"แปลก, ประหลาด"
2,893,stranger,n.,สเตรนเจอะ,คนแปลกหน้า
2,894,stress,v.,สเตรส,"เน้น, กออเสียงหนัก, ทำให้ตึงเครียด"
2,895,strict,adj.,สตริคทฺ,เข้มงวด
2,896,strongly,adv.,สตรองลี,อย่างแข็งแรง
2,897,stubborn,adj.,สตับเบิร์น,"ดื้อดึง, หัวแข็ง"
2,898,stupid,adj.,สติวปิด,"โง่, เซ่อ, บ้า"
2,899,subway,n.,ซับเว,รถไฟฟ้าใต้ดิน
2,900,success,n.,ซัคเซส,ความสำเร็จ
2,901,successful,adj.,ซัคเซสฟูล,ที่ประสบความสำเร็จ
2,902,suggest,v.,ซักเจสทฺ,เสนอแนะ
2,903,suggestion,n.,ซักเจสเชิน,"การแนะนำ, ข้อแนะนำ"
2,904,suitable,adj.,ซูทะเบิล,"เหมาะสม, เหมาะเจาะ"
2,905,suitcase,n.,ซูทเคส,กระเป๋าเสื้อผ้า
2,906,sunlight,n.,ซันไลทฺ,แสงแดด
2,907,superb,adj.,ซูเพิร์บ,ดีเลิศ
2,908,sure,n.,ชัวร์,"มั่นใจ, แน่ใจ"
2,909,surf,v.,เซิร์ฟฺ,โต้คลื่น
2,910,surprise,v.,เซอร์ไพรซฺ,ทำให้ประหลาดใจ
2,911,surprisingly,adv.,เซอร์ไพรซิงลี,อย่างแปลกใจ
2,912,surround,v.,เซอร์ราวนดฺ,ล้อมรอบ
2,913,survey,v.,เซอร์เว,สำรวจ
2,914,swallow,v.,สวอลโล,กลืน
2,915,sword,n.,ซอร์ด,ดาบ
2,916,tablet,n.,แทบบลิท,ยาเม็ดแบน
2,917,tailor,n.,เทลเลอะ,ช่างตัดเสื้อ
2,918,take away,v.,เทค อะเว,เอาไป
2,919,take care of,v.,เทค แคร์ ออฟ,ดูแล
2,920,take off,v.,เทค ออฟ,"จอด, ปลด, หยุดงาน, บินขึ้น (เครื่องบิน)"
2,921,take out,v.,เทค เอาทฺ,ดึงออก
2,922,talent,n.,แทลเลินทฺ,ความสามารถพิเศษ
2,923,talk about,v.,ทอล์ค อะเบาทฺ,พูดเกี่ยวกับ
2,924,tap,v.,แทพ,เคาะ
2,925,task,n.,ทาสคฺ,งานหนัก
2,926,taste,n.,เทสทฺ,"รส, มีรส, รสนิยม, ลิ้มรส"
2,927,tax,n.,แทกซฺ,ภาษี
2,928,technician,n.,เทคนิชเชิน,"นายช่าง, ผู้ทำงานห้องปฏิบัติการ"
2,929,technique,n.,เทคนิค,"เทคนิค, ความสามารถ, วิธีเฉพาะ"
2,930,technology,n.,เทคนอลโลจิ,วิชาช่างเกี่ยวกับอุตสาหกรรม
2,931,teenager,n.,ทีนเอจเจอะ,วัยรุ่น
2,932,telephone booth,n.,เทลละโฟน บูธ,ตู้โทรศัพท์
2,933,telescope,n.,เทลเลสโคพ,กล้องโทรทรรศน์
2,934,temperature,n.,เทมเพอระเชอะ,อุณหภูมิ
2,935,term,n.,เทิร์ม,"เวลาที่กำหนด, ภาคเรียน, สมัย"
2,936,textbook,n.,เทกซฺบุค,"ตำรา, แบบเรียน"
2,937,theme,n.,ธีม,"หัวข้อ, หัวเรื่อง, เนื้อหา"
2,938,then,adv.,เดน,"ตอนนั้น, ในครั้งนั้น, หลังจากนั้น"
2,939,thin face,n.,ธิน เฟค,ใบหน้าซูบผอม
2,940,think of,v.,ธิงคฺ ออฟ,"คิดถึง, ประดิษฐ์ขึ้น"
2,941,thought,n.,ธอท,ความคิด
2,942,thrill,n.,ธริล,ความรู้สึกตื่นเต้น
2,943,throat,n.,โธรท,ช่องคอ
2,944,through,prep.,ธรู,"ผ่าน, ทะลุผ่าน"
2,945,thunder,n.,ธันเดอะ,"ฟ้าร้อง, เสียงฟ้าร้อง"
2,946,thus,adv.,ธัส,"เช่นนี้, ดังนี้, ด้วยเหตุนี้"
2,947,tip,n.,ทิพ,เงินรางวัล
2,948,together,adv.,ทูเกทเธอะ,ด้วยกัน
2,949,tomb,n.,ทูม,หลุมฝังศพ
2,950,tone,n.,โทน,น้ำเสียง
2,951,topic,n.,ทอพพิค,หัวข้อ
2,952,total,n.,โทเทิล,จำนวนทั้งหมด
2,953,tough,adj.,ทัฟ,ยาก
2,954,tour guide,n.,ทัวร์ ไกดฺ,มัคคุเทศก์นำเที่ยว
2,955,toward,prep.,ทูเวิร์ด,"ไปสู่, ในเรื่องเกี่ยวกับ"
2,956,track,n.,แทรค,"ติดตาม, หนทาง, ลู่"
2,957,tractor,n.,แทรคเทอะ,รถลากขนาดใหญ่
2,958,trap door,n.,แทรพ ดอร์,ประตูกล
2,959,treat,v.,ทรีท,"รักษา, เยียวยา"
2,960,trend,n.,เทรนดฺ,"ทิศทาง, แนวทาง, สมัยนิยม"
2,961,triangular,n.,ไทรแองกิวละ,สามเหลี่ยม
2,962,trick,n.,ทริค,กลอุบาย
2,963,tricky,adj.,ทริคกี,"มีกลเม็ด, มีกลอุบาย"
2,964,trip,n.,ทริพ,การเดินทาง
2,965,tripod,n.,ไทรพอด,ขาตั้งสามขา
2,966,trout,n.,เทราทฺ,ปลาเทราท์
2,967,trumpet,n.,ทรัมเพท,แตร
2,968,try on,v.,ทราย ออน,"ลองสวมใส่, ทดลองใส่"
2,969,tune,n.,ทูน,ทำนองเพลง
2,970,tunnel,n.,ทันเนิล,"อุโมงค์, หลุม"
2,971,turn back,v.,เทิร์น แบค,หันหลังกลับ
2,972,turn down,v.,เทิร์น ดาวนฺ,"หรี่ลง, ลดให้น้อยลง, ปิด"
2,973,turning,n.,เทิร์นนิง,"การหมุน, การเลี้ยว"
2,974,turnip,n.,เทอนิพ,หัวผักกาด
2,975,twist,v.,ทวิสทฺ,"บิด, งอ, โค้ง"
2,976,type,n.,ไทพฺ,"รูปแบบ, ประเภท"
2,977,unclear,adj.,อันเคลียร์,ไม่ชัดเจน
2,978,underground,n.,อันเดอะกราวนดฺ,"ใต้ดิน, อยู่ใต้ดิน, รถไฟฟ้าใต้ดิน"
2,979,underline,v.,อันเดอะไลนฺ,ขีดเส้นใต้
2,980,underwater,adj.,อันเดอะวอเทอะ,ใต้น้ำ
2,981,unfriendly,adj.,อันเฟรนดฺลี,ไม่เป็นมิตร
2,982,uniform,adj.,ยูนิฟอร์ม,"เครื่องแบบ, ยูนิฟอร์ม"
2,983,unintelligent,adj.,อันอินเทลลิเจินทฺ,ไม่ฉลาด
2,984,union,n.,ยูเนียน,การรวมเข้าด้วยกัน
2,985,universe,n.,ยูนิเวิร์ส,จักรวาล
2,986,unlucky,adj.,อันลัคคี,โชคร้าย
2,987,untidy,adj.,อันไทดี,ไม่เป็นระเบียบ
2,988,until,conj.,อันทิล,จนกระทั่ง
2,989,unusual,adj.,อันยูสชวล,ผิดปกติ
2,990,update,v.,อัพเดท,ทำให้ทันสมัย
2,991,uphill,adj.,อัพฮิล,"ซึ่งลาดสูงขึ้น, ยากลำบาก"
2,992,upset,adj.,อัพเซท,"อารมณ์เสีย, เคือง"
2,993,upstairs,adv.,อัพสแตร์,ชั้นบน
2,994,used to,v.,ยูสทฺ ทู,เคย
2,995,usually,adj.,ยูสชวลลี,"เป็นธรรมเนียม, โดยปกติ"
2,996,vacation,n.,เวเคเชิน,วันหยุด
2,997,vacuum,v.,แวคคูม,สุญญากาศ
2,998,valley,n.,แวลลี,หุบเขา
2,999,vase,v.,เวส,"แจกัน, กระถาง, โถ"
2,1000,vegetarian,n.,เวทจิแทเรียน,คนที่กินแต่ผักเป็นอาหาร
2,1001,veterinarian,n.,เวทเทอะริแนเรียม,สัตวแพทย์
2,1002,view,n.,วิว,"มองดู, สายตา, ทิวทัศน์"
2,1003,village,n.,วิลลิจ,หมู่บ้าน
2,1004,vine,n.,ไวน์,ต้นองุ่น
2,1005,virus,n.,ไวเริส,เชื้อไวรัส
2,1006,visitor,n.,วิซิเทอะ,ผู้เยี่ยมเยียน
2,1007,vitamin,n.,ไวทะมิน,วิตามิน
2,1008,volunteer,n.,วอลเลินเทียร์,อาสาสมัคร
2,1009,vote,v.,โวท,"เลือกตั้ง, ออกเสียง"
2,1010,waist,n.,เวสทฺ,เอว
2,1011,wait for,v.,เวท ฟอร์,รอบางสิ่งบางอย่าง
2,1012,wait until,v.,เวท อันทิล,รอจนกว่า
2,1013,walk along,v.,วอล์ค อะลอง,เดินต่อไปเรื่อยๆ
2,1014,walk up,v.,วอล์ค อัพ,เดินขึ้น
2,1015,walk-down,n.,วอล์ค ดาวนฺ,ร้านค้าใต้ดิน
2,1016,wartime,n.,วอร์ไทมฺ,"เวลาสงคราม, ระหว่างมีสงคราม"
2,1017,wave,n.,เวฟ,คลื่น
2,1018,wedding,n.,เวดดิง,งานแต่งงาน
2,1019,well done,adj.,เวล ดัน,"ชำนาญ, ทำได้ดี"
2,1020,wheel,n.,วีล,ล้อ
2,1021,wheelchair,n.,วีลแชร์,รถเข็นสำหรับคนพิการ
2,1022,while,conj.,ไวลฺ,"ครู่, ประเดี๋ยว, ขณะ, ระหว่าง"
2,1023,whisper,v.,วิสเปอะ,กระซิบ
2,1024,whistle,n.,วิสเซิล,นกหวีด
2,1025,whole,adj.,โฮล,"สมบูรณ์, ทั้งหมด"
2,1026,wide,adj.,ไวดฺ,กว้าง
2,1027,widow,n.,วิโด,แม่ม่าย
2,1028,windsurfing,n.,วินดฺเซิร์ฟวิง,กีฬาวินด์เซิร์พ
2,1029,with,prep.,วิธ,"กับ, เกี่ยวกับ"
2,1030,within,prep.,วิธอิน,ภายใน
2,1031,without,prep.,วิธเอาทฺ,โดยปราศจาก
2,1032,wonder,v.,วันเดอะ,"งงงวย, ประหลาดใจ"
2,1033,wooden,adj.,วูดเดิน,ทำด้วยไม้
2,1034,wool,n.,วูล,"ขนปุย, ขนสัตว์"
2,1035,workout,n.,เวิร์คเอาทฺ,"การออกกำลังกาย, การทดลอง"
2,1036,workshop,n.,เวิร์คชอพ,"ห้องทำงาน, การประชุมเชิงปฏิบัติการ"
2,1037,wrap,v.,แวรพ,"ห่อ, พัน"
2,1038,wrist,n.,วริสทฺ,ข้อมือ
2,1039,wristwatch,n.,วริสทฺแบนดฺ,นาฬิกาข้อมือ
2,1040,write down,v.,ไวรทฺ ดาวนฺ,จดลง
2,1041,yard,n.,ยาร์ด,หลา
2,1042,yearbook,n.,เยร์บุค,"หนังสือประจำปี, หนังสือรุ่น"
2,1043,yet,adv.,เยท,"ยัง, ยังคง"
2,1044,zipper,n.,ซิพเพอะ,ซิป
3,1,abandon,v.,อะแบนเดิน,ทิ้ง
3,2,ability,n.,อะบิลละที,ความสามารถ
3,3,abnormal,adj.,แอบนอเมิล,ผิดปกติ
3,4,above all,adv.,อะบัฟ ออล,"สิ่งที่สำคัญที่สุด, เหนือสิ่งอื่นใด"
3,5,abroad,adv.,อะบรอร์ด,"ในต่างประเทศ, ไปต่างประเทศ"
3,6,absence,n.,แอบเซินซฺ,"การไม่อยู่, การขาด"
3,7,acceptable,adj.,แอคเซพทะเบิล,"ยอมรับได้, สามารถรับได้"
3,8,access,v.,แอดเซส,"ไปหาได้, เข้าถึง"
3,9,accessible,adj.,แอคเซสซิเบิล,ที่สามารถเข้าได้
3,10,accessory,n.,แอคเซสซะรี,"เครื่องประดับตามสมัยนิยม, สิ่งประกอบ"
3,11,accidentally,adv.,แอคซิเดนเทิลลี,"โดยบังเอิญ, อุบัติเหตุ"
3,12,accommodation,n.,อะคอมมะเดเชิน,"การตกลงกัน, สิ่งอำนวยความสะดวก"
3,13,accomplish,v.,อะคัมพลิช,"ทำสำเร็จ, บรรลุผล"
3,14,according to,prep.,อะคอร์ดิง ทู,"ตาม, ตามนั้น"
3,15,account,n.,อะเคานทฺ,"บัญชี, รายงาน"
3,16,accountant,n.,อะเคาเทินทฺ,นักบัญชี
3,17,accurately,adv.,แอคคิวเรทลี,อย่างแม่นยำ
3,18,achieve,v.,อะชีฟ,"บรรลุผล, ได้รับ"
3,19,achievement,n.,อะชีฟเมินทฺ,ความสำเร็จ
3,20,actually,adv.,แอคชวลลี,"ที่จริง, แท้จริง, โดยปกติแล้ว"
3,21,addict,n.,แอดดิคทฺ,"ผู้ที่ติดสารเสพติด, ผู้หมกมุ่น"
3,22,addiction,n.,อะดิคเชิน,"การบวก, การเพิ่มเข้ามา"
3,23,adjustable,adj.,อะจัสทะเบิล,สามารถปรับได้
3,24,administrative,adj.,แอดมินิสเตรทีฟ,ซึ่งเกี่ยวกับการปกครอง
3,25,admire,v.,แอดไมเออะ,"ชมเชย, ยกย่อง"
3,26,adoption,n.,อะดอพเชิน,"การรับ, การเลี้ยงเป็นลูก"
3,27,adulthood,n.,อะเดาทฺฮูด,ความเป็นผู้ใหญ
3,28,advantage,n.,แอดวานทิจ,"ความได้เปรียบ, คุณประโยชน์"
3,29,adventurous,adj.,แอดเวนเชอะเริส,ชอบผจญภัย
3,30,advice,n.,แอดไวซฺ,คำแนะนำ
3,31,advisable,adj.,แอดไวซะเบิล,"ซึ่งเป็นที่แนะนำ, ควรกระทำ"
3,32,aesthetic,adj.,อิสเธทิค,เกี่ยวกับความรู้สึกต่อความงาม
3,33,affect,v.,อะเฟคทฺ,"กระทบ, ส่งผล"
3,34,affection,n.,อะเฟคเชิน,"ความรักใคร่ไยดี, ความอบอ่น, ความชอบ"
3,35,affectionate,adj.,อะเฟคชะเนท,"เมตตา, ชอบ, รัก"
3,36,affirmative,n.,อะเฟอร์มะทีฟ,"การตอบรับ, คำยืนยัน"
3,37,against,prep.,อะเกนสทฺ,"ตรงกันข้าม, ต่อต้าน, ขัดแย้งกับ"
3,38,aggressive,adj.,อะเกรสซิฟ,"ก้าวร้าว, แข็งกร้าว"
3,39,agonizing,adj.,แอกะไนซิง,"อย่างปวดร้าวทรมาน, ทรมาน"
3,40,agriculture,n.,แอกริคัลเชอะ,การเกษตร
3,41,aid,n.,เอด,"ช่วยเหลือ, อุปถัมภ์"
3,42,aim,v.,เอม,"เล็ง, มุ่งหมาย"
3,43,airfare,n.,แอร์แฟร์,ราคาของการเดินทางโดยเครื่องบิน
3,44,aisle,n.,ไอเอิล,ทางเดินระหว่างที่นั่ง
3,45,alike,adj.,อะไลคฺ,เหมือนกัน
3,46,alley,n.,แอลลี,"ตรอก, ทาง"
3,47,ally,n.,อะไล,"สมาชิกในกลุ่ม, พันธมิตร"
3,48,alongside,prep.,อะลองไซดฺ,"ข้างๆ, อยู่ข้าง"
3,49,aloud,adv.,อะลาวดฺ,อย่างเสียงดัง
3,50,alter,v.,ออลเทอะ,เปลี่ยน
3,51,alternate,adj.,ออลเทอเนท,"สลับ, หมุนเวียน"
3,52,amateur,n.,อามะเทอะ,มือสมัครเล่น
3,53,ambitious,adj.,แอมบิเชิส,"อยาก, ทะเยอทะยาน"
3,54,ambush,n.,แอมบุช,"ผู้ที่ดักลอบทำร้าย, การซุ่มโจมตี"
3,55,amount,n.,อะเมานทฺ,"ปริมาณ, จำนวน"
3,56,amplifier,n.,แอมพลิฟายเอะ,เครื่องขยายเสียง
3,57,anger,n.,แองเกอะ,ความโกรธ
3,58,angular,adj.,แองกิวละ,มีมุม
3,59,anniversary,n.,แอนนิเวอร์ซารี,วันครบรอบปี
3,60,announcer,n.,อะเนาเซอะ,ผู้ประกาศ
3,61,annual,adj.,แอนนูเอิล,ประจำปี
3,62,anonymous,adj.,อะนอนิเมิส,นิรนาม
3,63,antique,n.,แอนทีค,โบราณวัตถุ
3,64,anyway,adv.,เอนนีเว,อย่างไรก็ตาม
3,65,apart,adv.,อะพาร์ท,"ต่างหาก, แยกจาก"
3,66,appetizer,n.,แอพิไทเซอะ,อาหารเรียกน้ำย่อย
3,67,application,n.,แอพพลิเคเชิน,"การสมัคร, การร้องขอ"
3,68,appoint,v.,อะพอยทฺ,แต่งตั้ง
3,69,appointment,n.,อะพอยทฺเมินทฺ,"การแต่งตั้ง, ตำแหน่ง"
3,70,appreciation,n.,อะพริชิเอเชิน,"ความกตัญญู, ความรู้สำนึกบุญคุณ"
3,71,appropriate,adj.,อะพรอพริเอท,"สมควร, เหมาะสม"
3,72,approve,v.,อะพรูฟ,"ยอมรับ, อนุมัติ"
3,73,approximately,adv.,อะพรอคซิเมทลี,"ประมาณ, คร่าวๆ"
3,74,aquatic,adj.,อะควาทิค,อาศัยหรือมีชีวิตอยู่ใต้นน้ำ
3,75,architectural,adj.,อะคิเทคชะเริล,ในเชิงสถาปัตยกรรม
3,76,architecture,n.,อาร์คิเทคเชอะ,สถาปัตยกรรม
3,77,argue,v.,อาร์กิว,โต้เถียง
3,78,argument,n.,อาร์กิวเมินทฺ,"ข้อโต้แย้ง, การโต้เถียง"
3,79,arrange,v.,อะเรนจฺ,"จัดการ, เตรียม"
3,80,arrival,n.,อะไรฟฺเวิล,การมาถึง
3,81,artificial,adj.,อาร์ทิฟิเชิล,"ซึ่งมนุษย์ทำขึ้น, ของเทียม"
3,82,artistic,adj.,อาร์ทิสติค,"เกี่ยวกับศิลปะ, มีรสนิยม"
3,83,ask about,v.,อาสคฺ อะเบาทฺ,ถามเกี่ยวกับ
3,84,aspect,n.,แอสเปคทฺ,"ลักษณะรูปร่างหน้าตา, มุมมอง"
3,85,assemble,v.,อะเซมเบิล,"รวบรวม, เข้าร่วม"
3,86,associate,v.,อะโซซิเอท,"เกี่ยวเนื่อง, เข้าร่วม"
3,87,association,n.,อะโซซิเอเชิน,สมาคม
3,88,athletic,adj.,แอธเลทิค,"มีร่างกายแข็งแรง, มีร่างกายเป็นนักกีฬา"
3,89,attach,v.,อะแททชฺ,"ติดกัน, ทำให้ติดกัน"
3,90,attempt,n.,อะเทมพฺ,ความพยายาม
3,91,attend,v.,อะเทนดฺ,"ไปร่วม, เข้าร่วม"
3,92,attendant,n.,อะเทนเดินทฺ,ผู้เข้าร่วม
3,93,attention,n.,อะเทนเชิน,ความสนใจ
3,94,attentive,adj.,อะเทนทิฟ,"เอาอกเอาใจ, เป็นห่วง"
3,95,attraction,n.,แอทแทรคเชิน,"การดึงดูด, สิ่งดึงดูดใจ"
3,96,auburn,n.,ออเบิร์น,สีน้ำตาลแดง
3,97,audition,n.,ออดิเชิน,"การทดสอบการแสดง, การได้ยิน"
3,98,augmentation,n.,ออกเมนเทเชิน,"การเพิ่มขึ้น, สิ่งที่เพิ่ม"
3,99,authentic,adj.,ออเธนทิค,"เชื่อได้อย่างแน่นอน, แท้จริง"
3,100,author,n.,ออเธอะ,ผู้ประพันธ์
3,101,authority,n.,ออธอระที,"เจ้าหน้าที่, ผู้มีอำนาจ"
3,102,autograph,n.,ออทะกราฟ,ลายมือ
3,103,automatic,adj.,ออทะแมทิค,อัตโนมัติ
3,104,automatically,adv.,ออทะแมทิคลี,โดยอัตโนมัติ
3,105,available,adj.,อะเวละเบิล,"ว่าง, ใช้ประโยชน์, หาได้, มีอยู่"
3,106,avoid,v.,อะวอยดฺ,"หลบหลีก, หลีกเลี่ยง"
3,107,await,v.,อะเวท,"คอย, เผ้าคอย"
3,108,backward,adv.,แบคเวิร์ด,"ถอยหลัง, ย้อนหลัง, ไปทางหลัง"
3,109,ban,v.,แบน,ห้าม
