item,word,part_of_speech,pronunciation,meaning
850,souvenir,n.,ซูวะเนียร์,ของที่ระลึก
851,spark,v.,สปาร์ค,"ทำให้เป็นประกายไฟ, กระตุ้น"
852,special,adj.,สเปเชิล,พิเศษ
853,species,n.,สปีซีซฺ,"ชนิด, จำพวกรูปแบบ"
854,speech,n.,สปีช,"การพูด, คำบรรยาย, วาทะ"
855,speed limit,n.,สปีด ลิมิท,จำกัดความเร็ว
856,speed up,v.,สปีด อัพ,เร่งความเร็วเต็มที่
857,sphinx,n.,สฟิงคซฺ,ตัวซฟิงซ์
858,spice,n.,สไปซฺ,เครื่องเทศ
859,spill,v.,สปิล,"ทำหก, ทำล้น"
860,spin,v.,สปิน,"หมุน, ปั่น"
861,splash,v.,สแปลช,"สาด, กระจาย"
862,spoil,v.,สปอยลฺ,"ทำให้เสีย, เสื่อม"
863,sponsor,n.,สปอนเซอะ,"ผู้ส่งเสริม, ผู้สนับสนุน"
864,sprain,v.,สเปรน,"ทำเคล็ด, บิด"
865,spread,v.,สเปรด,กระจายไปทั่ว
866,sprint,n.,สปรินทฺ,การแข่งวิ่งเร็วในระยะสั้น
867,square,n.,สแควรฺ,สี่เหลี่ยมจัตุรัส
868,squash,v.,สควอช,"กด, บีบ"
869,squeeze,v.,สควิซ,"คั้น, บีบ, บีบบังคับ"
870,stadium,n.,สเตเดียม,สนามกีฬาขนาดใหญ่
871,staff,n.,สตาฟ,คณะเจ้าหน้าที่
872,stair,n.,สแตร์,บันได
873,stand on,v.,สแตนด์ ออน,ยืนหยัด
874,state,n.,สเตท,รัฐ
875,statement,n.,สเตทเมินทฺ,คำแถลง
876,statue,n.,สแตชชู,รูปปั้น
877,stay in,v.,สเต อิน,อยู่ในบ้าน
878,stay up,v.,สเต อัพ,"อยู่จนดึก, ไม่เข้านอน"
879,steal,v.,สตีล,ขโมย
880,steam,n.,สตีม,ไอน้ำ
881,step,n.,สเตพ,"ก้าว, ฝีเท้า"
882,step up,v.,สเตพ อัพ,ก้าวขึ้นไป
883,stereo,n.,สเตอริโอ,ระบบเสียงสเตริโอ
884,stew,v.,สตูว,"ตุ๋น, เคี่ยว"
885,still,adv.,สติล,"ยังคง, จนถึงบัดนี้"
886,stingy,adj.,สตินจี,"ขาดแคลน, ขี้เหนียว"
887,stocking,n.,สตอกกิง,ถุงน่อง
888,stomp,v.,สตอมพฺ,กระทืบ
889,stop sign,n.,สตอพ ไซนฺ,สัญลักษณ์หยุด
890,storage,n.,สตอริจ,การเก็บรักษา
891,stove,n.,สโตฟ,เตาไฟ
892,strange,adj.,สเตรนจฺ,"แปลก, ประหลาด"
893,stranger,n.,สเตรนเจอะ,คนแปลกหน้า
894,stress,v.,สเตรส,"เน้น, กออเสียงหนัก, ทำให้ตึงเครียด"
895,strict,adj.,สตริคทฺ,เข้มงวด
896,strongly,adv.,สตรองลี,อย่างแข็งแรง
897,stubborn,adj.,สตับเบิร์น,"ดื้อดึง, หัวแข็ง"
898,stupid,adj.,สติวปิด,"โง่, เซ่อ, บ้า"
899,subway,n.,ซับเว,รถไฟฟ้าใต้ดิน
900,success,n.,ซัคเซส,ความสำเร็จ
901,successful,adj.,ซัคเซสฟูล,ที่ประสบความสำเร็จ
902,suggest,v.,ซักเจสทฺ,เสนอแนะ
903,suggestion,n.,ซักเจสเชิน,"การแนะนำ, ข้อแนะนำ"
904,suitable,adj.,ซูทะเบิล,"เหมาะสม, เหมาะเจาะ"
905,suitcase,n.,ซูทเคส,กระเป๋าเสื้อผ้า
906,sunlight,n.,ซันไลทฺ,แสงแดด
907,superb,adj.,ซูเพิร์บ,ดีเลิศ
908,sure,n.,ชัวร์,"มั่นใจ, แน่ใจ"
909,surf,v.,เซิร์ฟฺ,โต้คลื่น
910,surprise,v.,เซอร์ไพรซฺ,ทำให้ประหลาดใจ
911,surprisingly,adv.,เซอร์ไพรซิงลี,อย่างแปลกใจ
912,surround,v.,เซอร์ราวนดฺ,ล้อมรอบ
913,survey,v.,เซอร์เว,สำรวจ
914,swallow,v.,สวอลโล,กลืน
915,sword,n.,ซอร์ด,ดาบ
916,tablet,n.,แทบบลิท,ยาเม็ดแบน
917,tailor,n.,เทลเลอะ,ช่างตัดเสื้อ
918,take away,v.,เทค อะเว,เอาไป
919,take care of,v.,เทค แคร์ ออฟ,ดูแล
920,take off,v.,เทค ออฟ,"จอด, ปลด, หยุดงาน, บินขึ้น (เครื่องบิน)"
921,take out,v.,เทค เอาทฺ,ดึงออก
922,talent,n.,แทลเลินทฺ,ความสามารถพิเศษ
923,talk about,v.,ทอล์ค อะเบาทฺ,พูดเกี่ยวกับ
924,tap,v.,แทพ,เคาะ
925,task,n.,ทาสคฺ,งานหนัก
926,taste,n.,เทสทฺ,"รส, มีรส, รสนิยม, ลิ้มรส"
927,tax,n.,แทกซฺ,ภาษี
928,technician,n.,เทคนิชเชิน,"นายช่าง, ผู้ทำงานห้องปฏิบัติการ"
929,technique,n.,เทคนิค,"เทคนิค, ความสามารถ, วิธีเฉพาะ"
930,technology,n.,เทคนอลโลจิ,วิชาช่างเกี่ยวกับอุตสาหกรรม
931,teenager,n.,ทีนเอจเจอะ,วัยรุ่น
932,telephone booth,n.,เทลละโฟน บูธ,ตู้โทรศัพท์
933,telescope,n.,เทลเลสโคพ,กล้องโทรทรรศน์
934,temperature,n.,เทมเพอระเชอะ,อุณหภูมิ
935,term,n.,เทิร์ม,"เวลาที่กำหนด, ภาคเรียน, สมัย"
936,textbook,n.,เทกซฺบุค,"ตำรา, แบบเรียน"
937,theme,n.,ธีม,"หัวข้อ, หัวเรื่อง, เนื้อหา"
938,then,adv.,เดน,"ตอนนั้น, ในครั้งนั้น, หลังจากนั้น"
939,thin face,n.,ธิน เฟค,ใบหน้าซูบผอม
940,think of,v.,ธิงคฺ ออฟ,"คิดถึง, ประดิษฐ์ขึ้น"
941,thought,n.,ธอท,ความคิด
942,thrill,n.,ธริล,ความรู้สึกตื่นเต้น
943,throat,n.,โธรท,ช่องคอ
944,through,prep.,ธรู,"ผ่าน, ทะลุผ่าน"
945,thunder,n.,ธันเดอะ,"ฟ้าร้อง, เสียงฟ้าร้อง"
946,thus,adv.,ธัส,"เช่นนี้, ดังนี้, ด้วยเหตุนี้"
947,tip,n.,ทิพ,เงินรางวัล
948,together,adv.,ทูเกทเธอะ,ด้วยกัน
949,tomb,n.,ทูม,หลุมฝังศพ
950,tone,n.,โทน,น้ำเสียง
951,topic,n.,ทอพพิค,หัวข้อ
952,total,n.,โทเทิล,จำนวนทั้งหมด
953,tough,adj.,ทัฟ,ยาก
954,tour guide,n.,ทัวร์ ไกดฺ,มัคคุเทศก์นำเที่ยว
955,toward,prep.,ทูเวิร์ด,"ไปสู่, ในเรื่องเกี่ยวกับ"
956,track,n.,แทรค,"ติดตาม, หนทาง, ลู่"
957,tractor,n.,แทรคเทอะ,รถลากขนาดใหญ่
958,trap door,n.,แทรพ ดอร์,ประตูกล
959,treat,v.,ทรีท,"รักษา, เยียวยา"
960,trend,n.,เทรนดฺ,"ทิศทาง, แนวทาง, สมัยนิยม"
961,triangular,n.,ไทรแองกิวละ,สามเหลี่ยม
962,trick,n.,ทริค,กลอุบาย
963,tricky,adj.,ทริคกี,"มีกลเม็ด, มีกลอุบาย"
964,trip,n.,ทริพ,การเดินทาง
965,tripod,n.,ไทรพอด,ขาตั้งสามขา
966,trout,n.,เทราทฺ,ปลาเทราท์
967,trumpet,n.,ทรัมเพท,แตร
968,try on,v.,ทราย ออน,"ลองสวมใส่, ทดลองใส่"
969,tune,n.,ทูน,ทำนองเพลง
970,tunnel,n.,ทันเนิล,"อุโมงค์, หลุม"
971,turn back,v.,เทิร์น แบค,หันหลังกลับ
972,turn down,v.,เทิร์น ดาวนฺ,"หรี่ลง, ลดให้น้อยลง, ปิด"
973,turning,n.,เทิร์นนิง,"การหมุน, การเลี้ยว"
974,turnip,n.,เทอนิพ,หัวผักกาด
975,twist,v.,ทวิสทฺ,"บิด, งอ, โค้ง"
976,type,n.,ไทพฺ,"รูปแบบ, ประเภท"
977,unclear,adj.,อันเคลียร์,ไม่ชัดเจน
978,underground,n.,อันเดอะกราวนดฺ,"ใต้ดิน, อยู่ใต้ดิน, รถไฟฟ้าใต้ดิน"
979,underline,v.,อันเดอะไลนฺ,ขีดเส้นใต้
980,underwater,adj.,อันเดอะวอเทอะ,ใต้น้ำ
981,unfriendly,adj.,อันเฟรนดฺลี,ไม่เป็นมิตร
982,uniform,adj.,ยูนิฟอร์ม,"เครื่องแบบ, ยูนิฟอร์ม"
983,unintelligent,adj.,อันอินเทลลิเจินทฺ,ไม่ฉลาด
984,union,n.,ยูเนียน,การรวมเข้าด้วยกัน
985,universe,n.,ยูนิเวิร์ส,จักรวาล
986,unlucky,adj.,อันลัคคี,โชคร้าย
987,untidy,adj.,อันไทดี,ไม่เป็นระเบียบ
988,until,conj.,อันทิล,จนกระทั่ง
989,unusual,adj.,อันยูสชวล,ผิดปกติ
990,update,v.,อัพเดท,ทำให้ทันสมัย
991,uphill,adj.,อัพฮิล,"ซึ่งลาดสูงขึ้น, ยากลำบาก"
992,upset,adj.,อัพเซท,"อารมณ์เสีย, เคือง"
993,upstairs,adv.,อัพสแตร์,ชั้นบน
994,used to,v.,ยูสทฺ ทู,เคย
995,usually,adj.,ยูสชวลลี,"เป็นธรรมเนียม, โดยปกติ"
996,vacation,n.,เวเคเชิน,วันหยุด
997,vacuum,v.,แวคคูม,สุญญากาศ
998,valley,n.,แวลลี,หุบเขา
999,vase,v.,เวส,"แจกัน, กระถาง, โถ"
1000,vegetarian,n.,เวทจิแทเรียน,คนที่กินแต่ผักเป็นอาหาร
1001,veterinarian,n.,เวทเทอะริแนเรียม,สัตวแพทย์
1002,view,n.,วิว,"มองดู, สายตา, ทิวทัศน์"
1003,village,n.,วิลลิจ,หมู่บ้าน
1004,vine,n.,ไวน์,ต้นองุ่น
1005,virus,n.,ไวเริส,เชื้อไวรัส
1006,visitor,n.,วิซิเทอะ,ผู้เยี่ยมเยียน
1007,vitamin,n.,ไวทะมิน,วิตามิน
1008,volunteer,n.,วอลเลินเทียร์,อาสาสมัคร
1009,vote,v.,โวท,"เลือกตั้ง, ออกเสียง"
1010,waist,n.,เวสทฺ,เอว
1011,wait for,v.,เวท ฟอร์,รอบางสิ่งบางอย่าง
1012,wait until,v.,เวท อันทิล,รอจนกว่า
1013,walk along,v.,วอล์ค อะลอง,เดินต่อไปเรื่อยๆ
1014,walk up,v.,วอล์ค อัพ,เดินขึ้น
1015,walk-down,n.,วอล์ค ดาวนฺ,ร้านค้าใต้ดิน
1016,wartime,n.,วอร์ไทมฺ,"เวลาสงคราม, ระหว่างมีสงคราม"
1017,wave,n.,เวฟ,คลื่น
1018,wedding,n.,เวดดิง,งานแต่งงาน
1019,well done,adj.,เวล ดัน,"ชำนาญ, ทำได้ดี"
1020,wheel,n.,วีล,ล้อ
1021,wheelchair,n.,วีลแชร์,รถเข็นสำหรับคนพิการ
1022,while,conj.,ไวลฺ,"ครู่, ประเดี๋ยว, ขณะ, ระหว่าง"
1023,whisper,v.,วิสเปอะ,กระซิบ
1024,whistle,n.,วิสเซิล,นกหวีด
1025,whole,adj.,โฮล,"สมบูรณ์, ทั้งหมด"
1026,wide,adj.,ไวดฺ,กว้าง
1027,widow,n.,วิโด,แม่ม่าย
1028,windsurfing,n.,วินดฺเซิร์ฟวิง,กีฬาวินด์เซิร์พ
1029,with,prep.,วิธ,"กับ, เกี่ยวกับ"
1030,within,prep.,วิธอิน,ภายใน
1031,without,prep.,วิธเอาทฺ,โดยปราศจาก
1032,wonder,v.,วันเดอะ,"งงงวย, ประหลาดใจ"
1033,wooden,adj.,วูดเดิน,ทำด้วยไม้
1034,wool,n.,วูล,"ขนปุย, ขนสัตว์"
1035,workout,n.,เวิร์คเอาทฺ,"การออกกำลังกาย, การทดลอง"
1036,workshop,n.,เวิร์คชอพ,"ห้องทำงาน, การประชุมเชิงปฏิบัติการ"
1037,wrap,v.,แวรพ,"ห่อ, พัน"
1038,wrist,n.,วริสทฺ,ข้อมือ
1039,wristwatch,n.,วริสทฺแบนดฺ,นาฬิกาข้อมือ
1040,write down,v.,ไวรทฺ ดาวนฺ,จดลง
1041,yard,n.,ยาร์ด,หลา
1042,yearbook,n.,เยร์บุค,"หนังสือประจำปี, หนังสือรุ่น"
1043,yet,adv.,เยท,"ยัง, ยังคง"
1044,zipper,n.,ซิพเพอะ,ซิป
